panel	sample	AA_ccd	AB_ccd	BB_ccd	NR_ccd
WBKG	jx5354	0.987257282	0.893782383	0.871428571	0.890350877
WBKG	jx5355	0.989143546	0.890374332	0.930555556	0.896860987
WBKG	jx5358	0.991530551	0.924870466	0.876923077	0.917960089
WBKG	jx5364	0.986857826	0.909859155	0.893333333	0.906976744
WBKG	jx5370	0.992852889	0.903314917	0.920634921	0.905882353
WBKG	jx5377	0.989228007	0.896457766	0.863636364	0.891454965
WBKG	jx5378	0.99211165	0.861979167	0.888888889	0.86622807
WBKG	jx5381	0.99340132	0.905263158	0.947368421	0.910755149
WBKG	jx5388	0.991007194	0.890909091	0.882352941	0.889908257
WBKG	jx5394	0.986219293	0.907103825	0.869565217	0.901149425
WBKG	jx5403	0.992163954	0.886842105	0.861538462	0.883146067
WBKG	jx5409	0.988307692	0.891566265	0.9375	0.897703549
WBKG	jx5411	0.991442543	0.92408377	0.906976744	0.920940171
WBKG	jx5412	0.990875912	0.913385827	0.848101266	0.902173913
WBKG	jx5417	0.990969296	0.890374332	0.942028986	0.898419865
WBKG	jx5418	0.990803188	0.928753181	0.9375	0.930232558
WBKG	jx5420	0.991606715	0.921568627	0.848101266	0.908256881
WBKG	jx5449	0.995113012	0.920792079	0.888888889	0.916488223
WBKG	jx5453	0.989374262	0.929577465	0.927272727	0.929268293
WBKG	jx5459	0.989544895	0.9031477	0.892307692	0.90167364
WBKG	jx5463	0.992714026	0.907161804	0.85	0.897155361
WBKG	jx5470	0.987646695	0.922169811	0.819672131	0.909278351
WBKG	jx5475	0.991017964	0.890710383	0.882352941	0.889400922
WBKG	jx5478	0.993345433	0.898963731	0.923076923	0.902439024
WBKG	jx5479	0.990898058	0.900510204	0.90625	0.901315789
WBKG	jx5482	0.994485294	0.906024096	0.842105263	0.898305085
WBKG	jx5483	0.987944545	0.92746114	0.830508475	0.914606742
WBKG	jx5488	0.989596083	0.8875	0.871428571	0.885106383
WBKG	jx5489	0.992130751	0.909326425	0.878787879	0.904867257
WBKG	jx5490	0.985637343	0.883333333	0.931506849	0.891454965
WBKG	jx5493	0.996291718	0.891764706	0.885245902	0.890946502
WBKG	jx5494	0.991452991	0.887468031	0.813333333	0.875536481
WBKG	jx5501	0.992215569	0.876033058	0.85915493	0.873271889
WBKG	jx5502	0.993263931	0.925257732	0.891566265	0.919320594
WBKG	jx5504	0.992848629	0.933701657	0.953125	0.936619718
WBKG	jx5505	0.991494532	0.873737374	0.903225806	0.877729258
WBKG	jx5506	0.989728097	0.910485934	0.965517241	0.917594655
WBKG	jx5509	0.98915009	0.911458333	0.901639344	0.91011236
WBKG	jx5514	0.990436342	0.935309973	0.933333333	0.935034803
WBKG	jx5532	0.995079951	0.922141119	0.805970149	0.905857741
WBKG	jx5534	0.989659367	0.911616162	0.9375	0.915217391
WBKG	jx5538	0.994033413	0.911357341	0.880597015	0.906542056
WBKG	jx5546	0.991039427	0.88976378	0.897959184	0.890697674
WBKG	jx5547	0.993317132	0.912144703	0.85915493	0.903930131
WBKG	jx5548	0.993146417	0.896882494	0.914634146	0.899799599
WBKG	jx5555	0.990936556	0.927648579	0.919354839	0.926503341
WBKG	jx5578	0.992102066	0.946015424	0.913043478	0.941048035
WBKG	jx5583	0.995729103	0.916243655	0.957746479	0.922580645
WBKG	jx5586	0.989838613	0.896551724	0.907407407	0.897911833
WBKG	jx5589	0.990717822	0.906542056	0.85	0.899590164
WBKG	jx5619	0.985576923	0.920424403	0.920634921	0.920454545
WBKG	jx5620	0.990936556	0.867346939	0.859649123	0.86636971
WBKG	jx5624	0.993300853	0.917333333	0.942528736	0.922077922
WBKG	jx5626	0.993325243	0.91292876	0.909090909	0.912280702
WBKG	jx5640	0.98978979	0.901554404	0.867924528	0.897494305
WBKG	jx5641	0.987484355	0.907834101	0.888888889	0.90513834
WBKG	jx5644	0.983263598	0.868852459	0.938461538	0.879350348
WBKG	jx5650	0.987249545	0.918987342	0.935483871	0.921225383
WBKG	jx5655	0.992034314	0.920792079	0.852941176	0.911016949
WBKG	jx5669	0.991007194	0.916010499	0.890909091	0.912844037
WBKG	jx5684	0.992058644	0.903846154	0.921568627	0.905781585
WBKG	jx5701	0.987318841	0.877604167	0.84375	0.872767857
WBKG	jx5702	0.992757996	0.9296875	0.904761905	0.926174497
WBKG	jx5712	0.990326481	0.892105263	0.9	0.893333333
WBKG	jx5713	0.995770393	0.912568306	0.951807229	0.919821826
WBKG	jx5714	0.989690722	0.87403599	0.863636364	0.872527473
WBKG	jx5729	0.986674743	0.921052632	0.863013699	0.911699779
WBKG	jx5732	0.993872549	0.930348259	0.942857143	0.93220339
WBKG	jx5736	0.989010989	0.911270983	0.959183673	0.916309013
WBKG	jx5754	0.991975309	0.920673077	0.941176471	0.923553719
WBKG	jx5755	0.988456865	0.911458333	0.864864865	0.903930131
WBKG	jx5756	0.992298578	0.915014164	0.873015873	0.908653846
WBKG	jx5759	0.9910018	0.913043478	0.913043478	0.913043478
WBKG	jx5760	0.989589712	0.896882494	0.925925926	0.900212314
WBKG	jx5769	0.985472155	0.890052356	0.871428571	0.887168142
WBKG	jx5820	0.991494532	0.902887139	0.896103896	0.901746725
WBKG	jx5841	0.992682927	0.895781638	0.901639344	0.896551724
WBKG	jx5843	0.990243902	0.892230576	0.907692308	0.894396552
WBKG	jx5850	0.995043371	0.911904762	0.928571429	0.914285714
WBKG	jx5852	0.988984088	0.898305085	0.859649123	0.893617021
WBKG	jx5858	0.992753623	0.879487179	0.913793103	0.883928571
WBKG	jx5860	0.990952955	0.917989418	0.838235294	0.905829596
WBKG	jx5864	0.993259804	0.922879177	0.903614458	0.919491525
WBKG	jx5875	0.990875912	0.899014778	0.814814815	0.889130435
WBKG	jx5877	0.992691839	0.92481203	0.888888889	0.91991342
WBKG	jx5882	0.989728097	0.913385827	0.867647059	0.906458797
WBKG	jx5884	0.992159228	0.92689295	0.841269841	0.914798206
WBKG	jx5893	0.991970352	0.9175	0.952941176	0.92371134
WBKG	jx5969	0.988997555	0.883084577	0.878787879	0.882478632
WBKG	jx5984	0.992749245	0.91383812	0.96969697	0.922048998
WBKG	jx6007	0.988554217	0.927419355	0.916666667	0.925675676
WBKG	jx6041	0.991373999	0.905569007	0.911764706	0.906444906
WBKG	jx6046	0.99160168	0.902887139	0.928571429	0.90617849
WBKG	jx6057	0.992810066	0.896276596	0.93220339	0.901149425
WBKG	jx6058	0.992818671	0.904109589	0.867647059	0.898383372
WBKG	jx6063	0.990746453	0.898345154	0.816666667	0.888198758
WBKG	jx6064	0.991520291	0.909774436	0.851851852	0.902869757
WBKG	jx6066	0.986754967	0.912466844	0.909090909	0.911963883
WBKG	jx6068	0.989709443	0.901041667	0.897058824	0.900442478
WBKG	jx6104	0.992116434	0.911392405	0.9	0.90989011
WBKG	jx6108	0.990111248	0.892271663	0.847457627	0.886831276
WBKG	jx6110	0.99023795	0.889434889	0.879310345	0.888172043
WBKG	jx6141	0.98953202	0.876811594	0.96969697	0.889583333
WBKG	jx6142	0.995127893	0.8828125	0.91025641	0.887445887
WBKG	sd0001	0.990378833	0.907608696	0.917808219	0.909297052
WBKG	sd0002	0.992771084	0.908602151	0.902777778	0.907657658
WBKG	sd0003	0.990859232	0.913486005	0.857142857	0.904967603
WBKG	sd0004	0.988257108	0.932038835	0.932432432	0.932098765
WBKG	sd0005	0.992523364	0.902439024	0.8125	0.893787575
WBKG	sd0006	0.99140577	0.888337469	0.916666667	0.892631579
WBKG	sd0007	0.992709599	0.885204082	0.984848485	0.899563319
WBKG	sd0008	0.992149758	0.892670157	0.893939394	0.892857143
WBKG	sd0009	0.991661703	0.90625	0.890410959	0.903529412
WBKG	sd0010	0.990367249	0.913043478	0.946666667	0.918735892
WBKG	sd0011	0.990361446	0.888888889	0.924242424	0.894144144
WBKG	sd0012	0.987995198	0.894878706	0.895522388	0.894977169
WBKG	sd0013	0.991489362	0.914948454	0.802816901	0.897603486
WBKG	sd0014	0.990135635	0.912060302	0.821428571	0.89626556
WBKG	sd0015	0.992619926	0.928057554	0.868852459	0.920502092
WBKG	sd0016	0.990820073	0.914786967	0.901408451	0.912765957
WBKG	sd0017	0.99200492	0.905569007	0.907692308	0.905857741
WBKG	sd0018	0.993865031	0.900744417	0.85915493	0.894514768
WBKG	sd0019	0.995736906	0.898172324	0.898734177	0.898268398
WBKG	sd0020	0.99030303	0.889434889	0.808510638	0.881057269
WBKG	sd0021	0.993946731	0.885	0.865384615	0.882743363
WBKG	sd0022	0.986674743	0.889168766	0.964285714	0.898454746
WBKG	sd0023	0.991432069	0.891891892	0.952380952	0.9
WBKG	sd0024	0.994568497	0.923884514	0.909090909	0.921700224
WBKG	sd0025	0.990942029	0.880102041	0.892857143	0.881696429
WBKG	sd0026	0.99140577	0.919315403	0.863636364	0.911578947
WBKG	sd0027	0.988400488	0.899014778	0.916666667	0.901287554
WBKG	sd0028	0.990909091	0.900249377	0.886792453	0.898678414
WBKG	sd0029	0.99566026	0.911904762	0.915492958	0.912423625
WBKG	sd0030	0.993317132	0.936386768	0.861538462	0.925764192
WBKG	sd0031	0.992121212	0.914141414	0.879310345	0.90969163
WBKG	sd0032	0.991325898	0.917840376	0.859375	0.910204082
WBKG	sd0033	0.990279465	0.888888889	0.943661972	0.897379913
WBKG	sd0035	0.98854041	0.893229167	0.951612903	0.901345291
WBKG	sd0036	0.990903578	0.911616162	0.847457627	0.903296703
WBKG	sd0037	0.986690865	0.903797468	0.928571429	0.906873614
WBKG	sd0039	0.990159902	0.904761905	0.936708861	0.910041841
WBKG	sd0040	0.989653074	0.899224806	0.932432432	0.904555315
WBKG	sd0041	0.993405276	0.896103896	0.882352941	0.894495413
WBKG	sd0042	0.98702903	0.879350348	0.87037037	0.878350515
WBKG	sd0043	0.992206235	0.890374332	0.887096774	0.889908257
WBKG	sd0044	0.992509363	0.878787879	0.835616438	0.87250996
WBKG	sd0045	0.996352584	0.874358974	0.826086957	0.867102397
WBKG	sd0046	0.995739501	0.893670886	0.878787879	0.89154013
WBKG	sd0047	0.989690722	0.924479167	0.971830986	0.931868132
WBKG	sd0048	0.991336634	0.921800948	0.909090909	0.920081967
WBKG	sd0049	0.992665037	0.908641975	0.920634921	0.91025641
WBKG	sd0050	0.990903578	0.88688946	0.787878788	0.872527473
WBKG	sd0051	0.990797546	0.923267327	0.885714286	0.917721519
WBKG	sd0052	0.989671932	0.910669975	0.890909091	0.908296943
WBKG	sd0053	0.995798319	0.872282609	0.914285714	0.878995434
WBKG	sd0055	0.989169675	0.899742931	0.924528302	0.902714932
WBKG	sd0057	0.991525424	0.901265823	0.929824561	0.904867257
WBKG	sd0058	0.992063492	0.95157385	0.867924528	0.942060086
WBKG	sd0059	0.990243902	0.915254237	0.882352941	0.911637931
WBKG	sd0060	0.992895204	0.916666667	0.880597015	0.910843373
WBKG	sd0061	0.988386308	0.890862944	0.878378378	0.888888889
WBKG	sd0062	0.991347342	0.907582938	0.96875	0.91563786
WBKG	sd0063	0.992102066	0.881612091	0.918032787	0.886462882
WBKG	sd0064	0.991060787	0.906593407	0.85483871	0.899061033
WBKG	sd0065	0.99031477	0.895561358	0.927536232	0.900442478
WBKG	sd0066	0.992784125	0.888888889	0.875	0.886621315
WBKG	sd0067	0.98664238	0.918367347	0.846153846	0.90809628
WBKG	sd0068	0.992063492	0.906801008	0.898550725	0.905579399
WBKG	sd0069	0.984126984	0.879699248	0.850746269	0.875536481
WBKG	sd0070	0.993373494	0.894056848	0.807017544	0.882882883
WBKG	sd0071	0.99144777	0.916030534	0.918918919	0.916488223
WBKG	sd0072	0.990407674	0.901595745	0.9	0.901376147
WBKG	sd0073	0.994575045	0.916883117	0.883333333	0.912359551
WBKG	sd0074	0.993201483	0.864285714	0.939393939	0.874485597
WBKG	sd0075	0.991535671	0.901515152	0.888888889	0.9
WBKG	sd0076	0.990436342	0.903581267	0.808823529	0.88863109
WBKG	sd0077	0.993868792	0.907928389	0.890243902	0.904862579
WBKG	sd0078	0.989090909	0.908188586	0.960784314	0.914096916
WBKG	sd0079	0.992722862	0.8828125	0.915492958	0.887912088
WBKG	sd0081	0.99047619	0.905817175	0.888888889	0.903301887
WBKG	sd0082	0.991651759	0.902777778	0.895522388	0.901639344
WBKG	sd0083	0.983193277	0.910081744	0.788732394	0.890410959
WBKG	sd0084	0.994522215	0.899749373	0.870967742	0.895878525
WBKG	sd0085	0.989576947	0.899262899	0.924242424	0.902748414
WBKG	sd0086	0.990920097	0.867532468	0.850746269	0.865044248
WBKG	sd0087	0.992159228	0.889473684	0.924242424	0.894618834
WBKG	sd0088	0.991581479	0.907651715	0.870967742	0.902494331
WBKG	sd0089	0.987849332	0.883248731	0.9375	0.890829694
WBKG	sd0090	0.99222488	0.906593407	0.882352941	0.902777778
WBKG	sd0091	0.989838613	0.877777778	0.901408451	0.881670534
WBKG	sd0092	0.988547318	0.906914894	0.869565217	0.901123596
WBKG	sd0093	0.992229528	0.914835165	0.880597015	0.909512761
WBKG	sd0094	0.987585351	0.909952607	0.873239437	0.904665314
WBKG	sd0096	0.988300493	0.908188586	0.909090909	0.908333333
WBKG	sd0097	0.988770686	0.879551821	0.927272727	0.88592233
WBKG	sd0098	0.990875912	0.90726817	0.901639344	0.906521739
WBKG	sd0099	0.98923445	0.910614525	0.864864865	0.902777778
WBKG	sd0100	0.994508847	0.879396985	0.925373134	0.886021505
WBKG	sd0101	0.996402878	0.944	0.852459016	0.931192661
WBKG	sd0102	0.989940828	0.949295775	0.881355932	0.939613527
WBKG	sd0103	0.993333333	0.904176904	0.872340426	0.900881057
WBKG	sd0104	0.991489362	0.883905013	0.8625	0.880174292
WBKG	sd0105	0.993230769	0.904761905	0.93220339	0.908141962
WBKG	sd0106	0.990326481	0.903553299	0.928571429	0.906666667
WBKG	sd0107	0.991432069	0.886075949	0.92	0.891489362
WBKG	sd0108	0.990786241	0.908188586	0.917808219	0.909663866
WBKG	sd0109	0.993961353	0.912698413	0.871428571	0.90625
WBKG	sd0110	0.990202082	0.917737789	0.865853659	0.908704883
WBKG	sd0111	0.988561108	0.872062663	0.983333333	0.887133183
WBKG	sd0112	0.990326481	0.88772846	0.955223881	0.897777778
WBKG	sd0113	0.991039427	0.907103825	0.875	0.902325581
WBKG	sd0114	0.993333333	0.90726817	0.8	0.894273128
WBKG	sd0115	0.992087645	0.908616188	0.935897436	0.913232104
WBKG	sd0116	0.991701245	0.90625	0.892307692	0.904076739
WBKG	sd0117	0.991950464	0.911694511	0.9	0.91002045
WBKG	sd0118	0.994515539	0.8956743	0.9	0.896328294
WBKG	sd0119	0.986881336	0.897790055	0.846153846	0.889929742
WBKG	sd0120	0.989544895	0.878345499	0.910447761	0.882845188
WBKG	sd0121	0.988484848	0.894056848	0.865671642	0.889867841
WBKG	sd0122	0.99222488	0.909090909	0.855072464	0.900462963
WBKG	sd0123	0.989090909	0.9125	0.888888889	0.90969163
WBKG	sd0124	0.989752863	0.914507772	0.898305085	0.912359551
WBKG	sd0125	0.988643156	0.930362117	0.902777778	0.92575406
WBKG	sd0126	0.991452991	0.903381643	0.807692308	0.892703863
WBKG	sd0127	0.989576947	0.934177215	0.923076923	0.932346723
WBKG	sd0128	0.986009732	0.9	0.96	0.906521739
WBKG	sd0129	0.993353474	0.879032258	0.883116883	0.879732739
WBKG	sd0130	0.989467162	0.871980676	0.921052632	0.879591837
WBKG	sd0131	0.99017199	0.880778589	0.892307692	0.882352941
WBKG	sd0133	0.992678462	0.894329897	0.909090909	0.896774194
WBKG	sd0134	0.991309745	0.884976526	0.895522388	0.886409736
WBKG	sd0135	0.990886999	0.886363636	0.870967742	0.884279476
WBKG	sd0136	0.989486704	0.915	0.850574713	0.90349076
WBKG	sd0137	0.993259804	0.909313725	0.9375	0.913135593
WBKG	sd0138	0.993932039	0.919270833	0.875	0.912280702
WBKG	sd0139	0.995139733	0.908163265	0.924242424	0.910480349
WBKG	sd0140	0.989570552	0.905797101	0.916666667	0.907172996
WBKG	sd0141	0.992827256	0.896174863	0.953846154	0.90487239
WBKG	sd0142	0.991260924	0.883610451	0.901234568	0.886454183
WBKG	sd0143	0.99397953	0.90625	0.983050847	0.916478555
WBKG	sd0144	0.992656059	0.89800995	0.911764706	0.9
WBKG	sd0145	0.989123867	0.911688312	0.890625	0.908685969
WBKG	sd0146	0.989640463	0.892307692	0.821917808	0.881209503
WBKG	sd0147	0.994515539	0.925729443	0.918604651	0.924406048
WBKG	sd0148	0.992736077	0.90052356	0.914285714	0.902654867
WBKG	sd0149	0.992154496	0.881266491	0.911764706	0.88590604
WBKG	sd0150	0.995082975	0.90625	0.836065574	0.897274633
WBKG	sd0151	0.990898058	0.867684478	0.841269841	0.864035088
WBKG	sd0152	0.993428913	0.882352941	0.863013699	0.879069767
WBKG	sd0153	0.99204893	0.90726817	0.9	0.906183369
WBKG	sd0154	0.989627822	0.932668329	0.875	0.924731183
WBKG	sd0155	0.991606715	0.889189189	0.878787879	0.887614679
WBKG	sd0156	0.989740495	0.9140625	0.873015873	0.908277405
WBKG	sd0157	0.989759036	0.923684211	0.921875	0.923423423
WBKG	sd0158	0.98969697	0.885572139	0.923076923	0.889867841
WBKG	sd0160	0.986881336	0.899441341	0.826086957	0.887587822
WBKG	sd0161	0.988314883	0.892682927	0.852941176	0.887029289
WBKG	sd0162	0.990208078	0.887290168	0.905660377	0.889361702
WBKG	sd0163	0.991596639	0.905263158	0.862068966	0.899543379
WBKG	sd0164	0.993377483	0.89701897	0.878378378	0.893905192
WBKG	sd0165	0.992009834	0.913793103	0.816901408	0.899371069
WBKG	sd0166	0.986444855	0.905109489	0.885714286	0.902286902
WBKG	sd0167	0.991990142	0.899014778	0.88	0.896049896
WBKG	sd0169	0.98868374	0.906417112	0.901960784	0.905882353
WBKG	sd0170	0.992140266	0.890666667	0.906666667	0.893333333
WBKG	sd0171	0.992771084	0.871391076	0.80952381	0.862612613
WBKG	sd0172	0.988470874	0.906329114	0.93442623	0.910087719
WBKG	sd0173	0.993887531	0.91025641	0.858974359	0.901709402
WBKG	sd0174	0.993421053	0.880222841	0.835616438	0.872685185
WBKG	sd0175	0.989820359	0.91576087	0.939393939	0.919354839
WBKG	sd0176	0.990291262	0.934725849	0.794520548	0.912280702
WBKG	sd0177	0.994617225	0.90080429	0.847457627	0.893518519
WBKG	sd0178	0.989017694	0.887804878	0.890909091	0.888172043
WBKG	sd0179	0.992087645	0.900990099	0.912280702	0.902386117
WBKG	sd0180	0.989130435	0.889175258	0.966666667	0.899553571
WBKG	sd0181	0.992097264	0.886363636	0.857142857	0.882352941
WBKG	sd0182	0.994420335	0.918032787	0.875	0.912423625
WBKG	sd0183	0.98992891	0.884615385	0.884615385	0.884615385
WBKG	sd0184	0.992827256	0.903485255	0.896551724	0.902552204
WBKG	sd0185	0.990196078	0.923664122	0.936708861	0.925847458
WBKG	sd0186	0.992087645	0.906329114	0.954545455	0.913232104
WBKG	sd0188	0.989759036	0.921259843	0.904761905	0.918918919
WBKG	sd0189	0.988929889	0.909774436	0.898734177	0.907949791
WBKG	sd0190	0.990261716	0.910194175	0.836734694	0.902386117
WBKG	sd0191	0.993317132	0.920716113	0.850746269	0.910480349
WBKG	sd0192	0.990285367	0.903553299	0.920634921	0.905908096
WBKG	sd0193	0.989064399	0.88372093	0.845070423	0.877729258
WBKG	sd0194	0.992792793	0.896202532	0.977272727	0.904328018
WBKG	sd0195	0.990942029	0.871313673	0.92	0.879464286
WBKG	sd0196	0.99202943	0.903073286	0.84	0.89640592
WBKG	sd0197	0.990898058	0.847880299	0.945454545	0.859649123
WBKG	sd0198	0.994502138	0.92195122	0.842105263	0.912205567
WBKG	sd0199	0.992097264	0.936868687	0.857142857	0.925925926
WBKG	sd0200	0.994475138	0.913669065	0.862068966	0.907368421
WBKG	sd0201	0.988470874	0.899742931	0.925373134	0.903508772
WBKG	sd0202	0.991515152	0.913924051	0.881355932	0.90969163
WBKG	sd0203	0.989783654	0.897297297	0.914285714	0.9
WBKG	sd0204	0.993868792	0.910447761	0.873239437	0.904862579
WBKG	sd0205	0.988547318	0.91292876	0.954545455	0.919101124
WBKG	sd0206	0.991510006	0.881313131	0.949152542	0.89010989
WBKG	sd0207	0.992709599	0.912718204	0.877192982	0.908296943
WBKG	sd0208	0.993405276	0.877659574	0.883333333	0.878440367
WBKG	sd0209	0.992087645	0.904392765	0.851351351	0.895878525
WBKG	sd0210	0.991473812	0.899014778	0.892857143	0.898268398
WBKG	sd0211	0.993902439	0.909535452	0.818181818	0.898706897
WBKG	sd0212	0.990875912	0.8725	0.933333333	0.880434783
WBKG	sd0213	0.992116434	0.896202532	0.933333333	0.901098901
WBKG	sd0214	0.992078001	0.907990315	0.86	0.902807775
WBKG	sd0215	0.992130751	0.888020833	0.926470588	0.89380531
WBKG	sd0216	0.987616099	0.864367816	0.833333333	0.860940695
WBKG	sd0217	0.990909091	0.906091371	0.9	0.905286344
WBKG	sd0218	0.99266055	0.915384615	0.82278481	0.89978678
WBKG	sd0219	0.99329677	0.913580247	0.965517241	0.920086393
WBKG	sd0220	0.988923077	0.888613861	0.92	0.893528184
WBKG	sd0221	0.987295826	0.916666667	0.872727273	0.911308204
WBKG	sd0222	0.993456276	0.929775281	0.835820896	0.914893617
WBKG	sd0223	0.988990826	0.906976744	0.914634146	0.908315565
WBKG	sd0224	0.991071429	0.878116343	0.873015873	0.877358491
WBKG	sd0225	0.99026764	0.890625	0.907894737	0.893478261
WBKG	sd0226	0.992039192	0.877922078	0.906976744	0.883227176
WBKG	sd0227	0.990757856	0.898104265	0.898305085	0.898128898
WBKG	sd0228	0.991681521	0.923728814	0.940298507	0.926365796
WBKG	sd0229	0.992615385	0.904176904	0.930555556	0.908141962
WBKG	sd0230	0.990990991	0.896457766	0.861111111	0.890660592
WBKG	sd0231	0.99579074	0.877005348	0.955223881	0.888888889
WBKG	sd0232	0.991452991	0.898477157	0.888888889	0.896995708
WBKG	sd0233	0.99332929	0.887179487	0.953846154	0.896703297
WBKG	sd0234	0.992569659	0.915294118	0.90625	0.914110429
WBKG	sd0235	0.985696517	0.899761337	0.87012987	0.89516129
WBKG	sd0236	0.989820359	0.900849858	0.87654321	0.896313364
WBKG	sd0237	0.989130435	0.902313625	0.881355932	0.899553571
WBKG	sd0238	0.990903578	0.902061856	0.910447761	0.903296703
WBKG	sd0239	0.988123515	0.914364641	0.862068966	0.907142857
WBKG	sd0240	0.989551321	0.913366337	0.890410959	0.909853249
WBKG	sd0241	0.990279465	0.893564356	0.814814815	0.884279476
WBKG	sd0242	0.991611744	0.854395604	0.915492958	0.864367816
WBKG	sd0243	0.991980259	0.903225806	0.925	0.906832298
WBKG	sd0244	0.99204893	0.909756098	0.830508475	0.89978678
WBKG	sd0245	0.99023795	0.920987654	0.816666667	0.907526882
WBKG	sd0246	0.991566265	0.903553299	0.9	0.903153153
WBKG	sd0247	0.994552058	0.907161804	0.893333333	0.904867257
WBKG	sd0248	0.992034314	0.884337349	0.912280702	0.887711864
WBKG	sd0249	0.98627685	0.878116343	0.910447761	0.88317757
WBKG	sd0250	0.99023795	0.891139241	0.857142857	0.886021505
WBKG	sd0251	0.989044431	0.902985075	0.813559322	0.89154013
WBKG	sd0252	0.987364621	0.92689295	0.847457627	0.916289593
WBKG	sd0253	0.9940012	0.906417112	0.841269841	0.897025172
WBKG	sd0254	0.98956415	0.907317073	0.938461538	0.911578947
WBKG	sd0255	0.98955774	0.883495146	0.875	0.882352941
WBKG	sd0256	0.986026731	0.900497512	0.857142857	0.895196507
WBKG	sd0257	0.986714976	0.887399464	0.853333333	0.881696429
WBKG	sd0258	0.993176179	0.901639344	0.876923077	0.898373984
WBKG	sd0259	0.9940012	0.919220056	0.923076923	0.919908467
WBKG	sd0260	0.991400491	0.894988067	0.877192982	0.892857143
WBKG	sd0261	0.987485101	0.893258427	0.857142857	0.887323944
WBKG	sd0262	0.993917275	0.908188586	0.877192982	0.904347826
WBKG	sd0263	0.990308904	0.916030534	0.95	0.920529801
WBKG	sd0264	0.990361446	0.86351706	0.888888889	0.867117117
WBKG	sd0265	0.989084294	0.871604938	0.94	0.879120879
WBKG	sd0266	0.987767584	0.911616162	0.904109589	0.910447761
WBKG	sd0267	0.989084294	0.903465347	0.941176471	0.907692308
WBKG	sd0268	0.986177885	0.913978495	0.852941176	0.904545455
WBKG	sd0269	0.992087645	0.930693069	0.912280702	0.928416486
WBKG	sd0270	0.993357488	0.904639175	0.883333333	0.901785714
WBKG	sd0271	0.989279333	0.885026738	0.862745098	0.882352941
WBKG	sd0272	0.992633517	0.905882353	0.92	0.907368421
WBKG	sd0273	0.991606715	0.897574124	0.907692308	0.899082569
WBKG	sd0274	0.987922705	0.910290237	0.942028986	0.915178571
WBKG	sd0275	0.99160168	0.930294906	0.921875	0.929061785
WBKG	sd0276	0.986810552	0.916666667	0.846153846	0.908256881
WBKG	sd0277	0.991504854	0.896276596	0.9625	0.907894737
WBKG	sd0278	0.990419162	0.91280654	0.850746269	0.903225806
WBKG	sd0280	0.987195122	0.920918367	0.916666667	0.920258621
WBKG	sd0281	0.994518879	0.919902913	0.88	0.915584416
WBKG	sd0282	0.993353474	0.902116402	0.887323944	0.899777283
WBKG	sd0283	0.994607549	0.884615385	0.929577465	0.891954023
WBKG	sd0284	0.98854041	0.917737789	0.894736842	0.914798206
WBKG	sd0285	0.991400491	0.896634615	0.833333333	0.888655462
WBKG	sd0286	0.989646772	0.915167095	0.917808219	0.915584416
WBKG	sd0287	0.988235294	0.898584906	0.861538462	0.893660532
WBKG	sd0288	0.986560782	0.894988067	0.833333333	0.888650964
WBKG	sd0289	0.992744861	0.891304348	0.890243902	0.891111111
WBKG	sd0290	0.991515152	0.905236908	0.867924528	0.900881057
WBKG	sd0291	0.993917275	0.931989924	0.920634921	0.930434783
WBKG	sd0292	0.989215099	0.892950392	0.884615385	0.891954023
WBKG	sd0293	0.991452991	0.906976744	0.898734177	0.905579399
WBKG	sd0294	0.987218503	0.898263027	0.965517241	0.906724512
WBKG	sd0295	0.989783654	0.855670103	1	0.872727273
WBKG	sd0296	0.990942029	0.917525773	0.866666667	0.910714286
WBKG	sd0297	0.990062112	0.893518519	0.838709677	0.886639676
WBKG	sd0298	0.991331269	0.896955504	0.935483871	0.901840491
WBKG	sd0299	0.991499696	0.9075	0.894736842	0.905908096
WBKG	sd0300	0.988676996	0.887052342	0.952380952	0.896713615
WBKG	sd0301	0.992731678	0.902564103	0.873015873	0.898454746
WBKG	sd0302	0.991606715	0.901639344	0.871428571	0.896788991
WBKG	sd0303	0.991458206	0.888888889	0.898550725	0.890322581
WBKG	sd0304	0.986585366	0.929824561	0.876923077	0.922413793
WBKG	sd0305	0.990320629	0.933673469	0.881355932	0.926829268
WBKG	sd0306	0.992673993	0.909560724	0.873417722	0.903433476
WBKG	sd0307	0.989777511	0.89516129	0.855072464	0.888888889
WBKG	sd0308	0.993353474	0.900826446	0.895348837	0.899777283
WBKG	sd0309	0.989051095	0.916876574	0.952380952	0.92173913
WBKG	sd0310	0.991499696	0.909090909	0.96	0.914660832
WBKG	sd0311	0.990864799	0.906801008	0.846153846	0.898268398
WBKG	sd0312	0.986834231	0.886792453	0.919354839	0.891454965
WBKG	sd0313	0.986746988	0.909560724	0.894736842	0.907657658
WBKG	sd0314	0.985669782	0.888888889	0.731343284	0.867735471
WBKG	sd0315	0.987849332	0.882205514	0.881355932	0.88209607
WBKG	sd0316	0.988656716	0.907859079	0.9	0.906759907
WBKG	sd0317	0.987387387	0.909836066	0.890410959	0.906605923
WBKG	sd0318	0.987202925	0.899742931	0.891891892	0.898488121
WBKG	sd0319	0.993230769	0.909535452	0.9	0.908141962
WBKG	sd0320	0.990909091	0.877862595	0.836065574	0.872246696
WBKG	sd0321	0.993935719	0.862796834	0.828947368	0.857142857
